analysis_variant,ticker,trade_date,market_regime,close_pos,ret_5d_past,volume_ratio,reclaim_pct,close_vs_ma20_pct,ret_10d_net_actual,ret_20d_net_actual
tradable_next_close_confirm,2241,2026-01-26,bull,0.3333333333333333,-0.10053619302949057,0.8509670607460973,0.0,-0.054729872508276434,-0.10435746268656718,-0.11182014925373138
tradable_next_close_confirm,3294,2026-03-24,range,0.2272727272727277,-0.08333333333333337,0.4970877669041259,0.005899705014749346,-0.08499362715502778,-0.09518717579250721,-0.12688746397694536
tradable_next_close_confirm,6443,2025-11-05,range,0.8571428571428601,-0.07508532423208192,0.7922822034087287,0.011194029850746245,-0.04812082894274672,-0.09156428571428563,-0.055849999999999934
tradable_next_close_confirm,6643,2025-09-25,bull,0.8333333333333334,-0.07926829268292679,1.020076673547626,0.01797752808988773,-0.07823786753484585,-0.08752770419426045,-0.1018764900662252
tradable_next_close_confirm,6890,2026-03-13,bull,0.8125,-0.0870786516853933,0.6929538495101424,0.025236593059936974,-0.14954860656810143,-0.08724534883720933,-0.09596627906976749
tradable_next_close_confirm,3048,2026-02-06,range,0.5833333333333318,-0.08217446270543616,0.3825118258744836,0.004149377593360981,-0.09493236925762027,-0.08513388746803072,0.08238529411764697
tradable_next_close_confirm,2027,2025-05-09,range,0.3000000000000019,-0.09733487833140197,1.5916376626644544,0.006459948320413522,-0.0834754985587387,-0.08344699624530669,-0.11974236545682113
tradable_next_close_confirm,6550,2026-03-17,bull,1.0,-0.17474048442906565,6.60394099812815,0.09907834101382496,-0.19282511210762332,-0.08312272727272726,-0.15130454545454539
tradable_next_close_confirm,2429,2026-02-06,range,0.7567567567567569,-0.07467532467532467,0.8952682443651641,0.010638297872340496,-0.16697113628059912,-0.08236245551601426,-0.13663291814946618
tradable_next_close_confirm,2009,2026-03-09,range,0.9374999999999992,-0.10967741935483877,0.2662161131730804,0.0060753341433779084,-0.08770383428823281,-0.08153807339449545,-0.09071238532110101
