ticker,name,season,side,entry_date,entry_close,exit_date,exit_close,exit_reason,days_held,return_pct,censored,max_dd_pct,kline_k1,kline_k2,kline_any
6739,竹陞科技,秋,short,2026-05-11,1440.0,2026-05-12,1345.0,season_change,1,6.597222222222222,False,-8.333333333333332,False,False,False
6742,澤米,立夏,long,2026-01-15,48.85,2026-01-16,47.1,season_change,1,-3.5823950870010237,False,-6.0388945752303025,False,False,False
6751,智聯服務,春,long,2026-05-12,48.8,2026-05-14,48.0,season_change,2,-1.6393442622950762,False,-2.2540983606557266,False,False,False
6754,匯僑設計,春,long,2026-05-12,45.2,2026-05-13,45.15,season_change,1,-0.1106194690265581,False,-0.8849557522124019,False,False,False
6782,視陽,立夏,long,2026-02-26,189.5,2026-03-26,195.0,ma20_break,28,2.9023746701846966,False,-5.540897097625329,False,False,False
6799,來頡,立夏,long,2026-04-21,87.9,2026-04-27,90.1,season_change,6,2.502844141069384,False,-6.825938566552901,False,False,False
6799,來頡,盛夏,long,2026-04-22,91.1,2026-04-27,90.1,season_change,5,-1.0976948408342482,False,-8.891328210757404,False,False,False
6829,千附精密,立夏,long,2026-03-17,116.0,2026-03-24,110.0,ma20_break,7,-5.172413793103448,False,-6.4655172413793105,False,False,False
6829,千附精密,盛夏,long,2026-04-09,126.5,2026-04-23,235.5,trailing_stop,14,86.16600790513834,False,-0.7905138339920948,False,False,False
6835,圓裕,立夏,long,2026-04-20,39.9,2026-04-21,39.15,season_change,1,-1.8796992481203008,False,-5.012531328320803,False,False,False
